structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_all_m_min,range_all_m_median,range_all_m_max,range_valid_m_min,range_valid_m_median,range_valid_m_max,intensity_valid_min,intensity_valid_median,intensity_valid_max,azimuth_deg,observed_centroid_world_x_m,observed_centroid_world_y_m,observed_centroid_world_z_m,previous_observed_frame,gap_frames,nn_world_median_m,nn_world_p95_m
206:10:100,10,100,90,25,25,35.60383987426758,35.898643493652344,36.40208435058594,35.60383987426758,35.898643493652344,36.40208435058594,0.0028571428265422583,0.014000000432133675,0.6571428775787354,-143.19201952007464,-20.22248987163734,-1.5649895230471182,-1.652041646579558,89,1,0.15436729934169766,0.3339699033423999
206:10:100,10,100,91,26,26,35.73008728027344,36.06108856201172,38.345794677734375,35.73008728027344,36.06108856201172,38.345794677734375,0.006000000052154064,0.01599999889731407,0.9591428637504578,-142.5556952542179,-20.294008884538833,-1.4524500384004928,-1.6163265290163287,90,1,0.11194037110960534,0.2909190936152237
206:10:100,10,100,92,27,27,35.88935089111328,36.1990852355957,36.869041442871094,35.88935089111328,36.1990852355957,36.869041442871094,0.00342857139185071,0.014571428298950195,0.7574285864830017,-141.79653181765826,-20.263995857448272,-1.4334637864000856,-1.6283943173990485,91,1,0.09136603533977929,0.2867806499326764
206:10:100,10,100,93,26,26,36.0800895690918,36.37821578979492,36.61479568481445,36.0800895690918,36.37821578979492,36.61479568481445,0.003142857225611806,0.016285713762044907,0.44999998807907104,-141.05417111067712,-20.20466285360859,-1.409114901303205,-1.6853781807217996,92,1,0.09461825981618861,0.25096563262700095
206:10:100,10,100,94,26,26,36.231346130371094,36.56547546386719,37.048797607421875,36.231346130371094,36.56547546386719,37.048797607421875,0.00342857139185071,0.017571428790688515,0.7471428513526917,-140.31097015310684,-20.23333516800085,-1.4317888570574082,-1.642854439800214,93,1,0.0569279390179487,0.21428353458031185
206:10:100,10,100,95,22,22,36.44534683227539,36.752716064453125,37.186798095703125,36.44534683227539,36.752716064453125,37.186798095703125,0.0037142857909202576,0.014999999664723873,0.5645714402198792,-139.61521497797082,-20.242833789796858,-1.4706877500770972,-1.688014622641102,94,1,0.1127753902516381,0.21200989873883436
206:10:100,10,100,96,20,20,36.645347595214844,36.95071792602539,37.55879592895508,36.645347595214844,36.95071792602539,37.55879592895508,0.0037142857909202576,0.013285714201629162,0.6768571138381958,-139.39411465908398,-20.291889402605157,-1.2697304040468471,-1.6083844024352985,95,1,0.1257166687821344,0.3536971702429495
206:10:100,10,100,97,21,21,36.649600982666016,36.98408508300781,37.586795806884766,36.649600982666016,36.98408508300781,37.586795806884766,0.00342857139185071,0.01371428556740284,0.2645714282989502,-138.4620453568138,-20.208785429132853,-1.4693111588170291,-1.6679064671055677,96,1,0.11605344055100462,0.38219304356516354
206:10:100,10,100,98,26,26,36.994346618652344,37.28684997558594,37.77479553222656,36.994346618652344,37.28684997558594,37.77479553222656,0.0037142857909202576,0.014428570866584778,0.9485714435577393,-137.86351388043346,-20.244131422408614,-1.4634531782393625,-1.6477266770928383,97,1,0.08191525221929769,0.2766548879909477
206:10:100,10,100,99,16,16,37.20634841918945,37.460975646972656,37.841796875,37.20634841918945,37.460975646972656,37.841796875,0.0071428571827709675,0.018142856657505035,0.1468571424484253,-137.50202171312975,-20.21166025938228,-1.3261951403758425,-1.6991492886614001,98,1,0.14131188909978187,0.3117521818252649
206:10:100,10,100,100,21,21,37.41508483886719,37.671085357666016,37.982601165771484,37.41508483886719,37.671085357666016,37.982601165771484,0.006571428384631872,0.01371428556740284,0.13685713708400726,-137.0719182323422,-20.20538981953468,-1.3129745736059864,-1.7102719200223964,99,1,0.13807704891125125,0.2018618458669893
206:10:100,10,100,101,21,21,37.59934616088867,37.8558349609375,38.42179489135742,37.59934616088867,37.8558349609375,38.42179489135742,0.003142857225611806,0.012857142835855484,0.08942857384681702,-136.63770979055494,-20.21008042544973,-1.3104173817622329,-1.7033696136528973,100,1,0.08414421331623818,0.18969183752581198
206:10:100,10,100,102,14,14,37.77234649658203,38.080101013183594,38.77779769897461,37.77234649658203,38.080101013183594,38.77779769897461,0.004857142921537161,0.01485714316368103,0.17885714769363403,-136.58304866349832,-20.249846009992662,-1.0735946525765099,-1.643021237667177,101,1,0.11728106444779214,0.5546409365213872
206:10:100,10,100,103,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,104,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,105,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,106,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,107,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,108,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,109,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,110,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,111,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,112,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,113,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,114,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,115,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,116,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,117,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,118,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,119,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,120,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,121,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,122,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,123,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,124,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,125,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,126,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,127,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,128,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,129,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,130,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,131,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,132,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,133,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,134,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,135,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,136,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,137,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,138,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,139,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,140,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,141,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,142,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,143,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,144,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,145,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,146,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,147,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,148,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,149,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,150,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,151,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,152,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,153,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,154,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,155,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,156,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,157,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,158,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,159,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,160,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,161,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,162,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,163,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,164,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,165,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,166,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,167,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,168,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,169,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,170,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,171,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,172,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,173,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,174,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,175,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,176,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,177,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,178,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,179,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,180,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,181,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,182,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,183,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,184,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,185,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,186,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,187,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,188,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,189,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,190,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,191,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,192,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,193,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,194,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,195,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,196,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,197,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,198,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,199,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,200,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,201,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,202,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,203,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,204,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,205,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,206,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,207,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,208,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,209,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,210,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,211,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,212,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,213,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,214,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,215,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,216,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,217,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,218,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,219,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,220,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,221,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,222,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,223,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,224,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,225,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,226,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,227,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,228,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,229,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,230,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,231,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,232,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,233,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,234,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,235,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,236,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,237,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,238,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,239,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,240,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,241,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,242,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,243,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,244,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,245,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,246,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,247,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,248,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,249,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,250,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,251,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,252,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,253,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,254,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,255,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,256,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,257,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,258,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,259,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,260,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,261,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,262,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,263,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,264,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,265,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,266,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,267,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,268,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,269,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,270,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,271,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,272,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,273,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,274,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,275,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,276,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,277,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,278,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,279,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,280,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,281,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,282,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,283,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,284,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,285,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,286,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,287,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,288,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,289,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,290,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,291,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,292,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,293,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,294,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,295,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,296,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,297,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,298,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,299,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,300,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,301,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,302,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,303,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,304,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,305,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,306,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,307,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,308,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,309,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,310,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,311,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,312,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,313,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,314,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,315,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,316,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,317,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,318,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,319,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,320,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,321,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,322,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,323,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,324,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,325,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,326,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,327,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,328,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,329,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,330,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,331,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,332,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,333,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,334,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,335,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,336,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,337,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,338,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,339,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,340,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,341,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,342,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,343,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,344,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,345,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,346,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,347,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,348,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,349,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,350,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,351,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,352,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,353,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,354,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,355,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,356,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,357,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,358,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,359,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,360,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,361,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,362,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,363,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,364,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,365,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,366,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,367,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,368,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,369,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,370,0,0,,,,,,,,,,,,,,,,,
206:10:100,10,100,371,0,0,,,,,,,,,,,,,,,,,
