structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:10:67,45,4,4,69254;72318;72319;74351,34.98027038574219,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:90,45,1,1,66955,44.933433532714844,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:96,45,3,3,73960;73966;74990,38.48875045776367,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:104,45,2,2,74727;75759,40.57264709472656,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:4,45,3,3,69241;70241;70242,45.93269729614258,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:8,45,2,2,71631;72664,32.789390563964844,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:6,45,1,1,42037,32.4008674621582,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:8,45,3,3,68196;69228;70228,40.76494216918945,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:66,46,3,3,75374;77437;77442,30.32755470275879,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:96,46,2,2,73955;74995,37.89765167236328,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:104,46,2,2,74725;75757,40.72264862060547,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:4,46,3,3,69239;70238;70239,45.7739372253418,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:8,46,1,1,72662,32.93327331542969,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:6,46,1,1,42034,32.6148681640625,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:8,46,4,4,69225;69226;70225;70226,40.729820251464844,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:9,46,4,4,68192;69224;70224;71256,39.52082061767578,106,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:66,47,3,3,75371;77435;77440,30.13655662536621,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:67,47,2,2,72313;72314,34.744773864746094,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:94,47,1,1,70223,40.84569549560547,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:104,47,2,2,74722;75754,40.813148498535156,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:4,47,4,4,69235;70235;70236;70237,45.727317810058594,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:18:8,47,1,1,71626,33.00350570678711,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:254:6,47,1,1,39992,30.99323272705078,104,train/branched_low_rough_4,33,train/branched_low_rough_6
206:10:66,48,1,1,77437,31.774049758911133,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:67,48,2,2,72311;72312,34.62477493286133,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:68,48,1,1,72319,40.306270599365234,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:90,48,3,3,65916;67977;67978,44.55021286010742,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:94,48,2,2,70220;70221,40.7886962890625,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:98,48,4,4,73945;73946;74976;74978,42.068748474121094,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:104,48,2,2,74719;75751,40.951148986816406,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:18:4,48,2,2,69231;69232,45.7729377746582,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:18:8,48,1,1,71624,33.09950637817383,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:254:6,48,2,2,39989;39990,31.048233032226562,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:254:8,48,2,2,68188;69220,40.65557861328125,106,train/branched_low_rough_4,35,train/branched_low_rough_6
206:10:66,49,1,1,75366,29.82955551147461,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:10:67,49,2,2,72309;72310,34.51677322387695,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:10:90,49,4,4,65913;67974;67975;69006,44.445213317871094,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:10:94,49,2,2,70218;70219,40.70219421386719,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:10:104,49,2,2,74717;75749,41.03464889526367,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:18:4,49,3,3,69229;69230;70229,45.69293975830078,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:18:8,49,1,1,71622,33.235504150390625,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:254:9,49,2,2,68184;70217,39.472957611083984,106,train/branched_low_rough_1,32,train/branched_low_rough_6
206:10:66,50,1,1,76396,29.673311233520508,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:67,50,2,2,72307;72308,34.372772216796875,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:90,50,3,3,65908;65910;66940,45.392642974853516,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:94,50,1,1,70216,40.58969497680664,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:97,50,2,2,73933;74965,47.69464111328125,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:106,50,4,4,73684;82876;82890;82891,25.99442481994629,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:18:4,50,3,3,69227;69228;70227,45.58993911743164,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:254:6,50,1,1,40984,31.328022003173828,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:254:9,50,3,3,68182;70214;71246,39.47121810913086,104,train/branched_low_rough_4,32,train/branched_low_rough_6
206:10:66,51,2,2,76394;77431,30.693679809570312,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:67,51,2,2,72304;72305,34.3432731628418,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:94,51,2,2,69213;70214,40.51332092285156,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:97,51,4,4,73929;73930;74961;75993,47.60914611816406,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:104,51,2,2,74712;75744,41.25764846801758,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:106,51,4,4,82874;82888;82889;83908,26.06674575805664,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:18:4,51,2,2,69225;70225,45.50731658935547,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:18:8,51,1,1,72650,33.413272857666016,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:254:9,51,3,3,68180;69212;70212,39.328216552734375,102,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:66,52,2,2,77424;77430,30.863550186157227,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:67,52,1,1,72302,34.30527114868164,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:68,52,1,1,72310,40.047271728515625,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:94,52,1,1,70212,40.370697021484375,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:104,52,2,2,74710;75742,41.344146728515625,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:18:4,52,3,3,69224;70224;70225,45.25593566894531,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:18:8,52,1,1,72648,33.5192756652832,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:254:9,52,1,1,69210,39.16794204711914,104,train/branched_low_rough_4,30,train/branched_low_rough_6
206:10:66,53,2,2,76391;77422,29.487178802490234,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:10:67,53,3,3,73333;74333;74334,34.17475128173828,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:10:90,53,4,4,65899;65900;66931;67963,44.230430603027344,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:10:104,53,2,2,74708;75740,41.41364669799805,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:18:4,53,3,3,70222;70223;71253,45.235694885253906,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:18:8,53,1,1,72646,33.56727600097656,97,train/branched_low_rough_4,28,train/branched_low_rough_6
206:10:66,54,1,1,78426,31.780803680419922,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:10:94,54,2,2,71240;71242,40.15250015258789,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:10:97,54,4,4,71889;72921;72922;72923,47.720489501953125,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:10:98,54,3,3,72929;72930;73930,42.277992248535156,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:10:106,54,2,2,82882;82883,26.4858455657959,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:18:4,54,2,2,70221;71251,45.24909591674805,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:254:9,54,2,2,69207;70207,39.07081985473633,101,train/branched_low_rough_6,30,train/branched_low_rough_6
206:10:67,55,2,2,73329;73330,34.054996490478516,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:90,55,1,1,65896,44.277645111083984,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:94,55,2,2,71238;71240,40.084999084472656,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:97,55,2,2,71887;72920,47.81212615966797,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:98,55,2,2,72927;73925,42.58036804199219,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:104,55,2,2,74705;75737,41.58115005493164,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:18:4,55,3,3,70217;70218;70219,45.11569595336914,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:18:8,55,1,1,72643,33.676273345947266,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:254:9,55,1,1,70206,39.086700439453125,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:66,56,1,1,77424,32.0350456237793,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:10:67,56,2,2,73328;73329,34.016998291015625,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:10:94,56,1,1,71239,39.834503173828125,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:10:104,56,1,1,75736,41.69254684448242,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:18:4,56,1,1,70217,45.031700134277344,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:18:8,56,1,1,72642,33.663272857666016,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:254:7,56,4,4,86167;87199;88231;89263,19.510568618774414,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:254:9,56,1,1,70204,39.06769943237305,96,train/branched_low_rough_6,29,train/branched_low_rough_6
206:10:66,57,2,2,77416;78422,30.503925323486328,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:67,57,2,2,73326;73327,33.98249435424805,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:94,57,2,2,71237;71238,39.769500732421875,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:98,57,3,3,73924;74954;74956,42.21674728393555,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:104,57,2,2,73702;74702,41.68537139892578,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:18:4,57,4,4,70215;70217;71246;71247,45.08559799194336,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:254:9,57,3,3,69203;70203;71235,38.99650192260742,95,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:66,58,1,1,78421,31.947799682617188,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:90,58,3,3,65891;66921;68985,44.16743469238281,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:94,58,1,1,71236,39.72450256347656,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:97,58,1,1,73916,47.81674575805664,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:98,58,2,2,73922;74952,42.64414596557617,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:104,58,1,1,74701,41.76474380493164,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:106,58,3,3,81876;81877;81878,26.714096069335938,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:254:9,58,2,2,69202;70202,38.95781707763672,95,train/branched_low_rough_6,28,train/branched_low_rough_6
206:10:66,59,1,1,78420,32.018798828125,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:67,59,1,1,73324,33.848995208740234,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:94,59,2,2,71234;71235,39.702003479003906,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:97,59,2,2,73913;73914,47.81474685668945,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:98,59,2,2,73920;74950,42.70165252685547,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:104,59,1,1,73699,41.75598907470703,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:18:4,59,1,1,70212,44.9506950378418,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:254:9,59,4,4,69200;69201;70200;70201,39.00019836425781,92,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:67,60,2,2,73322;73323,33.83199691772461,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:94,60,2,2,71233;71234,39.63650131225586,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:97,60,3,3,72911;73911;73912,47.86174392700195,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:98,60,2,2,73918;74951,42.30364990234375,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:104,60,2,2,73698;74698,41.82637023925781,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:106,60,4,4,81874;81875;81876;81877,26.88759422302246,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:18:4,60,1,1,70211,44.865699768066406,91,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:66,61,1,1,78411,29.059803009033203,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:67,61,1,1,73322,33.77399826049805,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:90,61,4,4,64885;66917;67948;68980,44.21582794189453,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:91,61,3,3,71993;72005;74037,35.23875045776367,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:94,61,2,2,71232;71233,39.57400131225586,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:98,61,2,2,73917;74949,42.276649475097656,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:104,61,1,1,74697,41.950748443603516,84,train/branched_low_rough_6,24,train/branched_low_rough_6
206:10:67,62,1,1,73320,33.68999481201172,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:90,62,1,1,66916,44.56743621826172,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:94,62,2,2,71230;71231,39.570499420166016,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:98,62,1,1,73915,42.4277458190918,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:104,62,2,2,73695;74695,41.96187210083008,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:106,62,4,4,80827;80839;80840;80841,26.877355575561523,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:18:4,62,1,1,70209,44.68369674682617,86,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:90,63,1,1,67945,43.95721435546875,89,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:94,63,2,2,71229;71230,39.467002868652344,89,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:104,63,2,2,73694;74694,41.98536682128906,89,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:106,63,4,4,80826;80838;80839;80840,26.938356399536133,89,train/branched_low_rough_6,26,train/branched_low_rough_6
206:18:4,63,1,1,70207,44.684696197509766,89,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:67,64,2,2,73317;73318,33.59099578857422,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:90,64,2,2,67943;67944,44.00371551513672,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:94,64,1,1,71228,39.41850280761719,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:97,64,2,2,73905;74937,47.964141845703125,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:104,64,3,3,72660;73692;74692,42.06674575805664,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:106,64,3,3,80836;80837;80838,26.990354537963867,90,train/branched_low_rough_6,27,train/branched_low_rough_6
206:10:66,65,2,2,76373;78405,28.87405776977539,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:90,65,1,1,67941,44.061214447021484,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:91,65,3,3,71992;74030;75056,33.013553619384766,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:94,65,2,2,71226;71227,39.41500473022461,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:96,65,4,4,74945;75982;77009;78011,39.64279556274414,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:97,65,3,3,73903;74935;75967,48.00654602050781,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:106,65,3,3,80835;80836;81856,27.033353805541992,86,train/branched_low_rough_6,25,train/branched_low_rough_6
206:10:66,66,1,1,78403,28.675804138183594,88,train/branched_low_rough_6,26,train/branched_low_rough_6
206:10:90,66,3,3,65876;67939;67940,44.1322135925293,88,train/branched_low_rough_6,26,train/branched_low_rough_6
