序列,统计量,分组,权重,五位模式,可见或命中位数,原始数量,分母,比例,有效窗口数,序列数
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计0个扫描,0,0,75412,0,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计1个扫描,1,31126,75412,0.7263294473030246,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计2个扫描,2,16026,75412,0.1456616790866925,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计3个扫描,3,11398,75412,0.061678410336022026,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计4个扫描,4,8949,75412,0.036552000497542265,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计5个扫描,5,7913,75412,0.029778462776718636,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00000,0,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00001,1,31126,75412,0.4127459820718188,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00010,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00011,2,6089,75412,0.08074311780618469,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00100,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00101,2,3784,75412,0.0501776905532276,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00110,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,00111,3,3308,75412,0.043865697766933644,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01000,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01001,2,3172,75412,0.04206227125656394,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01010,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01011,3,1789,75412,0.023723014904789688,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01100,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01101,3,1725,75412,0.022874343605792182,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01110,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,01111,4,3050,75412,0.04044449159284994,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10000,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10001,2,2981,75412,0.03952951784861826,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10010,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10011,3,1599,75412,0.02120352198589084,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10100,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10101,3,1446,75412,0.019174667161724925,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10110,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,10111,4,2056,75412,0.027263565480294915,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11000,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11001,3,1531,75412,0.02030180873070599,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11010,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11011,4,1872,75412,0.02482363549567708,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11100,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11101,4,1971,75412,0.02613642391131385,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11110,4,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,统计单位等权,11111,5,7913,75412,0.10493024982761365,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计0个扫描,0,0,75412,0,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计1个扫描,1,31126,75412,0.4127459820718188,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计2个扫描,2,16026,75412,0.2125125974645945,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计3个扫描,3,11398,75412,0.15114305415583726,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计4个扫描,4,8949,75412,0.11866811648013578,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计5个扫描,5,7913,75412,0.10493024982761365,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00000,0,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00001,1,31126,75412,0.4463112674858481,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00010,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00011,2,6089,75412,0.0793014612131542,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00100,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00101,2,3784,75412,0.05124927599832141,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00110,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,00111,3,3308,75412,0.04196505187121097,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01000,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01001,2,3172,75412,0.04356543171002038,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01010,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01011,3,1789,75412,0.023588075051769578,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01100,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01101,3,1725,75412,0.021547709854666544,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01110,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,01111,4,3050,75412,0.0364858473729856,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10000,1,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10001,2,2981,75412,0.04002695452379296,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10010,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10011,3,1599,75412,0.020465854647584703,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10100,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10101,3,1446,75412,0.018255752259917976,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10110,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,10111,4,2056,75412,0.024507439619467167,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11000,2,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11001,3,1531,75412,0.018413359395775257,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11010,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11011,4,1872,75412,0.02185116405449658,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11100,3,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11101,4,1971,75412,0.021892825874681734,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11110,4,0,75412,0.0,3541,19
全部,扫描命中五位编码,当前异常占据体素,有适用观测的序列等权,11111,5,7913,75412,0.09057252906630685,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计0个扫描,0,0,75412,0,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计1个扫描,1,31126,75412,0.4463112674858481,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计2个扫描,2,16026,75412,0.21414312344528896,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计3个扫描,3,11398,75412,0.14423580308092504,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计4个扫描,4,8949,75412,0.10473727692163108,3541,19
全部,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的序列等权,合计5个扫描,5,7913,75412,0.09057252906630685,3541,19
125,五位类别可见模式,全部,有适用观测的帧等权,00000,0,40,251,0.1593625498007968,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00001,1,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00010,1,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00011,2,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00100,1,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00101,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00110,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,00111,3,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01000,1,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01001,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01010,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01011,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01100,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01101,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01110,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,01111,4,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10000,1,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10001,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10010,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10011,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10100,2,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10101,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10110,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,10111,4,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11000,2,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11001,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11010,3,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11011,4,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11100,3,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11101,4,0,251,0.0,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11110,4,1,251,0.00398406374501992,251,1
125,五位类别可见模式,全部,有适用观测的帧等权,11111,5,203,251,0.8087649402390438,251,1
125,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,40,251,0.1593625498007968,251,1
125,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,2,251,0.00796812749003984,251,1
